,Tweet,Sentimen
525, nginep neng gedung kpu sisan wae lek,0
526, terlalu banyak selisih suara yang dicurangi kpuid makanya ketahuan,-1
527, maaf prof inilah kalo udah membela kpuid  yang curang jadi ngehitungnya ikut hitung kpu,-1
528, hukum alam sama hukum rimba itu satu kabupaten beda kecamatan ya,0
529, gantian kita hadang orang stres kaya elu,0
532, nah rakyat tau mana pencitraan dan yang di citrakan tapi mas apa kalau kpu menetapkan jokowi sebagai pemenang,0
533, selain tutup situng komisioner kpu juga harus dijerat pidana,-1
534, kpuid salah di tegur bertahan kepada kesalahannya dungu,-1
535, ini baru governoor of indonesia,0
537, sudah terpecah pak makanya jangan ditambah lagi kpu dan bawaslu pastikan kudu bener kasihan pemilu,-1
538, modus baru  01 melalui di tps 02 menang dgn 157 suara yang tanda tangan semua saksi sampe kpu c1 beda ,0
542, fahrihamzah di kpu,0
545, gue heran dengan kampret awalnya kalah qc suruh nunggu kpu giliran penghitungan real kpu hampir selesai kelejotan,0
546, ternyata ruang kpu cuma macam kantor kalurahan sempit dan peralatan tidak memadai 25t cuma dihargai segitu,-1
552, perhatian sampai sekarang data pada kpu belum diperbaiki human error atau urutan manusia,-1
553, sudah 2 kali kami ke bawaslu menyerahkan bukti kecurangan pemilu termasuk meminta bawaslu untuk melihat proses input data di kpu,-1
554, selamat pagi kami memproses semua data yang masuk tidak hanya memproses data yang memenangkan paslon,0
555, pak ketua dan anggota kpuid apakah kalian semua tidak takut dengan allah tidak bisa kalian ambil pelajaran dari kisah,-1
560, teller bank salah input setoran ada sanksi lho seorang teller bank salah input angka setoran di sistem bank,0
562, kpuid perampok suara rakyat,-1
563, subhanallaah sebuah nama yg unik,0
566, fariomeda kpuid suara yang naik duluan gak perlu revisi yang mau naik belakangan ini yang perlu revisi duh kacau,-1
567, kpuid klo sama duit tunduk gak wan masabudiman hati ya inget lho ada ketua kpu meninggal setelah selesai bertugas,-1
568, kalau kemudian ada orang yang minta agar real count situng didrop disetop ini kan aneh demokrasi semakin maju alat,1
569, komplek mega permai 1  mana suaranya kesalahan input kpu di tps 5 kelurahan padang sarai komplek mega permai 1 kota padang,-1
570, mimin kpuid yg tersayang kapan postingan saya juga di like gitu seperti mimin like postingan si nganu ngene ngono yang,-1
571, kpuid ingat jendral mallaby tewas di surabaya 10 nopember,0
572, kpuid omdo aja lu ah,-1
573, oppositelinks kpuid bawasluri cara simpen video di tweeps gimana ya kudet bener nih emak,0
576, versi 04 may 2019 071503 min min kpuid masih belum diperbaiki padahal sudah 100 min situng kpu masih buat,-1
580, maspiyuuu kpuid jarot saja kalah di sumut,0
583, kpu hasil pemilu tak ditentukan it semua orang juga sudah tahu tapi kenapa situng kpu terus melakukan input data,-1
584, kesamaan antara ruang situng kpuid dan warnet cafe bisa lihat kesamaannya,-1
585, kpuid  kenyataan mana lagi yang ingin kau dustakan kerja kotor seperti ini akan kau bayar mahal goblok,-1
587, kpuid ngibul saja kau tunggu saja adzab nya,-1
588, situng masih di percaya ketua kpu sendiri bilang kalau memang banyak,1
589, cek di situs hitung kpuid  untuk jaksel saja masih banyak yang kosong  gimana nih,-1
590, sebaiknya situng kpu dihentikan karena terlalu banyak orang errornya,-1
591, kalo berani mah pulang katanya cuma takut sama,0
592, mohmahfudmd tolong kawal itu kpu pak jangan curang terus salah input kok tiap menit,-1
595, viral copas bpn  02 bangkit bawa bukti 73000 lebih kesalahan input situng kpu it bpn desak,-1
596, btw duit kampanye banyak penyumbang misterius kpu berani putusin,-1
597, setelah ditekan oleh ijtima ulama sampai ramlirizal pun ikut komentar usulan audit forensik kpuid dan selalu ditolak,-1
598, kpuid bawasluri sangat miris kejadian seperti ini,-1
599, begoknya fadlizon itu lihat jangan nyinyir doang terbukti server kpu berantakan,-1
600, ungkap tentang backend dan frontend sistem it bang rizal ramli menyatakan bahwa pada dasarnya rakyat tidak terima dengan,-1
602, mohmahfudmd kayak kpu aja pak salah input,-1
604, kpu pangkalpinang selesaikan rekapitulasi di tujuh kecamatan,1
605, kpuid memalukan 25t,-1
606, hampir semua orang melihat ada kecurangan bawaslu juga sudah mengakui ada kecurangan dan ketidak netralnya ribuan kpps,-1
608, banyak yang sudah melaporkan kejanggalan input data di kpuid yang penuh rekayasa dan,-1
609, nih pendapat dokter survey dan ahli it dari itb yang melaporkan dugaan kecurangan lembaga survei dan situng kpuri ke bawasluri,-1
611, kpuid dari cara mereka menyukai tweet tersebut terlihat sekali bagaimana moralnya orang kpu dasar sampah,-1
612, dukung habis kpu sudah bekerja dengan maksimal tanpa berpihak,1
614, kpu bayaran taipan partisipan 01 hanya memikirkan perutnya sendiri tak punya rasa cinta bangsa ,-1
615, quickcount disuruh berhenti realcount juga disuruh berhenti hidup kalian menderita banget sih sama angka aja pada takut,1
619, suara untuk jokowi harus 32 tetapi mengapa kpu menghitung 321 kesalahan manusia atau ketertiban manusia,-1
621, dan mencantumkan berita di media online  dengan judul  situng dikendalikan intrunder pakar,0
625, jumlah korban terus bertambah menjadi tanda tanya besar seperti sebuah tragedi massal yg terus berjatuhan faktor,0
627, di tv sampe perhitungan masuk 02 perhitungan situng kpu posisi tidak berubah 01 56 02 44 aneh,0
633, kenapa situng kpu ngga bisa diakses,-1
634, kpuid bingung saya liat sikap kpu ini,-1
635, prabowo kalah menurut quick count menurut real count situng kpuid hanya menang menurut bacotnya,0
636, iya rakyat legowo karena politik sebenarnya bagi rakyat tidak secara langsung,0
637, ini yang namanya ruang it kpu seperti ruang karaoke tidak mengambarkan ruang elite yang dibayar mahal oleh rakyat  apa kerja kpu,-1
638, dahsyat tim it prabowo laporkan 73715 kesalahan input ke bawaslu bukti yang ada menunjukkan kpuid bertindak sangat,-1
640, jadi apa alasanmu kpuid   bpn datangi bawaslu bawa bukti 13,-1
641, kpuid terus temuan salah input itu apa artinya,0
643, innalillahi wainnailaihi rojiun coba tanya saja siapa yang bertanggung jawab atas tragedi ini pasti jawabannya bukan,0
645, pakai logika saja situng kpu 02 ketinggalan jauh,0
646, masalah situng di kpu itu gak ada hubungannya dengan server masalahnya ada di software bukan di hardware,0
650, warning semua pada kaget lihat video ketua kpu tunjukkan ruang it kpu saya perlu informasikan itu bukan ruang it kpu,1
651, sampai sekarang teknologi informasi it kpu yang canggih dan menghabiskan dana milyaran rupiah telah gagal memenuhi,-1
652, kalau 73000 jumlahnya itu bukan lagi salah input itu namanya salah niat pak ketua  kpuid ,-1
653, kpuid pendusta kalian semua jangan harap rakyat akan diam dengan kecurangan yang telah kalian lakukan secara brutal ini,-1
657, anak sekolah libur awal puasa  6 hari libur hari raya  10 hari total libur  610 hari versi kpuid,-1
659, betul ikhtiar juga harus total apapun hasil dari kpu nanti kita tunggu arahan dari ulama kita,1
660, kpuid kalau si jae menang sudah kelar rekapnya cukup senyum aja liat kelakuan mu,0
661, ulama masa ulama yang keluar dari mulut nya sampah,0
664, kpu habiskan duit sia,-1
665, hoax 7 kontainer surat suara masuk penjara hoax server kpu di setting orang nya masuk penjara hoax ,1
667, kpuid jahat,-1
671, hasil sementara rekapitulasi kpu pilpres 2019 01  561 55946939 suara 02  439 43771563 suara total,0
673, ratusan kpps gugur jangan kambing hitamkan kelelahan,-0
676, kpuid bukan kesalahan input itu tapi memang sengaja kpuid otakmu isinya apa,-1
681, sekali dua kali salah input data wajarlah kalau ratusan kali bahkan ribuan kali apa itu bukan ,-1
682, lha kayak gini lho saya setuju tinggal gimana tanggapan bawaslu dan pihak terkait,0
685, sekjen golkar idrus marham meyakini persyaratan ke kpu itu sudah lengkap,0
687, berlama dengan entry data yang unfaedah diduga hanya untuk menghindari silpasitung publikasi yang tidak bermanfaat,-1
688, kpu gelar rapat pleno rekapitulasi suara,0
689, soal server kpu dioperasikan dimana sila tanya pemenang tender penyewaan drc kpu ini pt cyber network,0
690, karena ada kendala dalam memasukkan data keuangan ke sistem it dan aplikasi pelaporan yang dibuat oleh komisi pemilihan,-1
692, semoga kpuid tidak,0
695, sure,0
696, banyak bacot kalo ada kecurangan tinggal lapor ke bawaslu nanti,1
698, kpu mengatakan tidak menutup diri dari koreksi para pihak,1
702, kita percayakan saja dengan kpuid  tidak usah sok ngatur segala kita juga dukung  di  ini untuk,1
703, mulai hari ini rakyat dan bpn harus mengantisipasi terjadinya krisis politik akibat kegagalan kpuid dan pemerintah,-1
707, prabowo sendiri untuk quick count yang memang buat lemas itu terutama untuk pemula model dan,0
710, penentuan pemenang pilpres 2019 hasil hitung manual kpu ketua komisi pemilihan umum kpu arief budiman menegaskan,0
711, situng kpuid banyak menampilkan data keliru makanya tidak usah sok pakai istilah real count karena itu sama saja dengan pembodohan,-1
714, gurem,0
716, kpuid udah ada lagi laporan bagai euy bisa menjalan kan komputer tidak sih buka,-1
717, fkui beraudiensi dengan kpu ri perihal jumlah anggota penyelenggara pemilu adhoc yang mengalami sakit hingga meninggal dunia,0
718, tsamaradki micheladamnew kpuid,0
722, kab muna sulawesi tenggara 40640 suara  384  70370 suara 616  pleno kpu dulang suara hingga 616 persen ,0
723, kpuid komisi penipu umat,-1
724, viral copas bpn  02 bangkit bawa bukti 73000 lebih kesalahan input situng kpu it bpn desak bawasluri hentikan,-1
725, parpol koalisi fpi hti dan pendukung garis keras lainnya terus bermanuver dan menggiring opini,0
726, audit forensik kpu,-1
728, kok gue curiga kpuid bawasluri divhumaspolri gue tanya kalian gak kongkalikong kan pemilu tahun ini hancur,-1
729, gue gedek enek muak dengan kpuid  saat ini,-1
730, bapak jurkamnas yang hebat 1 ini datanya darimana  karena kpu masih melakukan proses,0
734, miris  video mengintip server kpu yang dinilai kelas warungan  sedih,-1
735, kpuid bawasluri kpuri,0
736, lumbung suara jokowi di jawa tengah sisa 63 juta suara lagi jawa barat dan timur 02 menang dan masih ada 40 persen inputan,0
737, mereka tidak bohong dul yang penting bpn bisa memberi data,0
738, kpu juga sering bikin hoax tuh sering salah input klo ga dikoreksi rakyat adem anyem aja jadi deh hoax,-1
740, tidak salah semangati kpu tapi lebih penting menyemangati dirinya agar tetap sehat,1
743, untuk kpuid serta jokowi dan kroni semoga allah melaknat kalian di dunia dan akhirat demi allah kalian sudah melampaui batas,-1
744, bener banget kpuid kemana duit kami kalian gunakan untuk apa duit rakyat itu,-1
753, dari prof tamburin semoga bawaslu masih adil dan cepat tanggap menyelesaikan kisruh ini semoga kpu pun segera netral,1
754, kubu sebelah ini nggak percaya sama kpu nggak percaya sama bawaslu ujungnya nanti kalo mk nggak bisa memuaskan keinginan,1
756, tunggu saja hasil keputusan kpu siapa yang menang itulah presiden berikutnya selama 5 tahun,1
758, suara 02 tergerus bukan hanya di situng kpu tapi juga saat rekap per kabupaten suara 02 di sampang menyusut ppk kedungdung,-1
759, kalau pertandingan bola wasit punya hak untuk memberi hukuman walaupun pelatih berkoar,1
760, kalau liat begitu cepat dan masivenya entry data yang salah di it kpu dan angka,-1
762, ketua kpu didesak mundur  kenapa ketua kpu kan dipilih oleh dpr apa karena kinerjanya tidak memuaskan,-1
765, curanglah kalian akan menuai badai,-1
766, bang tolong disikapi dan selidiki ini didaerahku dptb bru bisa di donlod dan di cetak pada h1,0
769, bagaimana mau hitung percentage kesalahan input kpu kalau url mati,-1
772, lempar batu sembunyi tangan,-1
775, kalau 01 yang menang seminggu pasti udah rampung realcount kpuid tapi karna 02 yg menang sengaja dilamain,-1
776, check out the kpu alumni magazine,0
777, waduh ketularan kpuid masa pak sbyudhoyono presiden ri ke 4,-1
780, mohon dikoreksi tayangan real count kpuid terimakasih,-1
781, kpuid telah dicurigai sebagai penjahat elektronik yang memberikan,-1
783, dengan didukung golkar jokowi akan memenangkan suara di atas 65 persen dalam pemilu 2019 mendatang,0
784, kpuid sama,0
785, ketua kpuid harusnya mundur saja,-1
786, diminta diskualifikasi capres dan setop real count kpu tak tunduk pada siapa pun,1
789, ada pemungutan suara hingga 1.700 kesalahan manusia atau human error,-1
790, massa di bogor beri julukan kpu komplotan pengkhianat umat,-1
795, stop situng kpu,-1
797, bawa bukti ke bawaslu tim it bpn laporkan 73715 154 kesalahan input situng kpu,-1
800, itu mah bikin seneng ketua kpu arif budiman yang tiada arifnya apalagi berbudi dalam hidupnya akhlak tidak sesuai namanya,-1
802, memang kpu perbaikilah dulu ga usah defensif dan bikin nalar publik jadi bego ini bukan soal 01 02,-1
806, tidak sebanding dana dan kualitas kerjanya jauh dari panggang kebalikannya kpps,0
810, kpu hasil pemilu tak ditentukan it semua orang juga sudah tahu tapi kenapa situng kpu terus melakukan input data,-1
813, selamat pagi masbro selamat berakhir pekan perjuangan tetap berlanjut terus geber kpuid perampok suara rakyat,-1
816, terjadi kesalah input situng kpu ini terjadi di kab labura kec damuli desa damuli pekan tps 06 perolehan pilpres di ,-1
817, top markotop kpu kami tidak tunduk pada rizieq lewat beritasatu,1
819, ini kemaren salah tanggal sekarang salah menyebut nomor apa ini disengaja untuk mencari,-1
820, harusnya diliat cara nginput nya dicek juga aplikasi situngnya bukan diliat begitu,0
821, kpuid tukang tipu rakyat yang ditipu tinggal tunggu waktu,-1
822, innalillahi sungguh demokrasi hanya ilusi ajang 5 tahunan yang mendatangkan nestapa bagi rakyat inilah,0
826, ironisnya opini yang dilontarkan kecurangan yang dilakukan untuk menguntungkan 01 padahal sperti yang,0
827, ini menunjukkan menjelang ramadhan kemenangan bangsa indonesia insya allah nanti ada perhitungan suara insya allah aman,0
828, warning anak kecil aja menganggap server sewaan kpu sangat mudah di terobos coba tanya anak paud deh pasti mereka,-1
829, syaiton kpu makar lagi,-1
831, innalilahi wa inna ilaihi rojiuun jangan siakan perjuangan mereka dengan kecurangan yah,-1
833, kpuid suara yang naik duluan gak perlu revisi yang mau naik belakangan ini yang perlu revisi duh kacau,-1
834, harusnya serukan juga pilpres jangan curang kpu harus jujur bahaya imperialisme cina lewat obor dan jerat utangnya,-1
835, jika kesalahan input suara disengaja anggota kpu terancam penjara,-1
837, kondisi abu mau angkat isu yang diviralkan kubu 02 takut salah mau angkat isu independensi kpu,0
842, semoga bawaslu masih adil dan cepat tanggap menyelesaikan kisruh ini semoga kpu pun segera netral,1
843, halo kpu anda bisa membodohi mereka namun tidak bisa memboddohi kami ,-1
845, semoga kawan seperjuangan kita ini baik saja mereka berdualah yang berhasil membongkar masalah kebocoran server kpu,-1
846, kau sedang memancing,0
847, kpu ini bukan manusia,-1
849, semangat pagi twips happy weekend all stop tayangan situng di tvmedia online,0
850, pesta demokrasi 5 tahunan alias pemilu hancur di 2004 anas aktor utamanya selain,0
851, dpt kabupaten buleleng 564955 kalo undangan tidak disalurkan 538000 berati yang tersalurkan hanya 26955 sedangkan,0
852, ngaco kpuid,-1
854, kalau di daerah yang menang percaya kpu kalau di daerah yang kalah tidak percaya,1
858, aksi bolak balik presentase yang dilakukan oleh situng kpu sungguh luar biasa bisa menghilangkan suara 02 sampai 75 juta,-1
859, hasil real count kpu pilpres 2019 jokowi vs prabowo jumat 3 mei pukul 1600 wib data masuk 638,0
861, kpuid bukan goblok tapi bloon,-1
862, manipulasi form c1 di kota banyuwangi kecmatan kalifuro halo kpuid gimana ini,-1
863, salah entri alasan kpu server kpu hanya buat pajangan doang yang input data 01,-1
867, kejahatan oknum kpu kembali terjadi di tps 10 gerung utara yang di upload c1 palsu untuk memenangkan paslon 01,-1
868, wahai kpuid hentikan sandiwara kalian jangan pertonton kepada rakyat negeri kesalahan input situng,-1
870, kpu tuman harus gimana kita bang,-1
871, betul banget ini contoh nya mikir sebelum nyiyir pengurus gerindra yang jadi anggota kpu tangsel sembunyi,-1
873, konsolidasi menyimpulkan bahwa ada 2 kemungkinan siapa manusia dibalik kpuid 1 manusia jenius yang layak,0
875, tim relawan prabowo yang menangani bidang informasi teknologi mendatangi gedung bawaslu kedatangan,0
877, kesalahan entri data situng kpu bukanlah kecurangan melainkan human error,1
882, prof mohmahfud md ini sejak ngebelain kpuri kok jadi ketularan nginput data ya tega banget sby itu kan presiden,0
883, saya stuju dengan tweet ini,0
884, part 1 pokoknya kpu gak ada benernya dimata yang kalah kata prof mohmahfudmd dan apa yg dikatakan prof mahfud,1
887, kpuid dukungan dan support kami tak pernah surut maju terus pantang mundur dengan,1
